Hang_xe,Tuoi_xe,Nam_dang_ky,Tinh_trang_xe,Dung_tich_xe,Dong_xe,So_km_da_di,Loai_xe,Gia_xe
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,1,Tay côn,30800000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Lead,12000,Tay ga,25300000.0
Piaggio,9,2014,Đã sử dụng,Không rõ,Liberty,17856,Tay ga,16500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vision,40000,Tay ga,25000000.0
Yamaha,1,2022,Mới,100 - 175 cc,Exciter,0,Tay ga,40800000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Lead,25000,Tay ga,8900000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Luvias,17890,Tay ga,13800000.0
Honda,6,2017,Đã sử dụng,50 - 100 cc,Cub,29000,Xe số,8600000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,AirBlade,35,Tay ga,10300000.0
Suzuki,4,2019,Mới,Không rõ,GSX,0,Tay côn,31500000.0
Honda,9,2014,Đã sử dụng,Không rõ,AirBlade,12000,Tay ga,12500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,56789,Tay ga,9500000.0
Honda,3,2020,Đã sử dụng,50 - 100 cc,Cub,17000,Xe số,10800000.0
Honda,13,2010,Đã sử dụng,Không rõ,Future,8000,Xe số,43500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,18000,Tay ga,82000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SH,34500,Tay ga,81000000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,SH,58000,Tay ga,55000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vario,11,Tay ga,40800000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Liberty,20000,Tay ga,15800000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Janus,16000,Tay ga,23500000.0
Honda,12,2011,Đã sử dụng,Không rõ,Dòng khác,40,Xe số,2700000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,16000,Tay ga,13900000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,44000,Tay ga,13300000.0
Yamaha,3,2020,Đã sử dụng,100 - 175 cc,FZ,5000,Tay côn,39500000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,PCX,30000,Tay ga,24500000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,24500000.0
Honda,14,2009,Đã sử dụng,Không rõ,SH,123,Tay ga,42500000.0
Piaggio,6,2017,Đã sử dụng,100 - 175 cc,Vespa,13000,Tay ga,20800000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Taurus,3939,Xe số,7500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Sonic,15000,Tay côn,39500000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Sirius,56789,Xe số,7900000.0
SYM,15,2008,Đã sử dụng,Không rõ,Attila,30,Tay ga,3500000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,26000,Tay ga,19800000.0
Honda,5,2018,Đã sử dụng,Không rõ,Winner,12000,Tay côn,25000000.0
Honda,3,2020,Đã sử dụng,Không rõ,SHMode,7000,Tay ga,59500000.0
Honda,5,2018,Đã sử dụng,Không rõ,Winner,15000,Tay côn,28500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,PCX,30000,Tay ga,24500000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,AirBlade,1471,Tay ga,21500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,MSX125,2000,Tay côn,44000000.0
Honda,5,2018,Đã sử dụng,Không rõ,SH,22000,Tay ga,79000000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Nouvo,33000,Tay ga,6600000.0
Honda,4,2019,Đã sử dụng,Không rõ,SH,8000,Tay ga,94800000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,AirBlade,7979,Tay ga,26500000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,Sirius,25000,Xe số,12500000.0
Hãng khác,15,2008,Đã sử dụng,Không rõ,Dòng khác,50000,Xe số,7500000.0
Honda,13,2010,Đã sử dụng,Không rõ,Wave,66,Xe số,8300000.0
Piaggio,13,2010,Đã sử dụng,100 - 175 cc,Vespa,25000,Tay ga,9000000.0
Honda,11,2012,Đã sử dụng,Không rõ,Dream,60000,Xe số,65000000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Exciter,3500,Tay côn,38000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,24,Tay ga,24900000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,AirBlade,25000,Tay ga,29500000.0
Piaggio,7,2016,Đã sử dụng,Không rõ,GTS,7000,Tay ga,39800000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Click,20000,Tay ga,12800000.0
Honda,12,2011,Đã sử dụng,Không rõ,SH,25000,Tay ga,94000000.0
Suzuki,2,2021,Đã sử dụng,100 - 175 cc,GSX,3500,Tay côn,42800000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Vision,8000,Tay ga,26500000.0
Yamaha,18,2005,Đã sử dụng,100 - 175 cc,Dòng khác,39000,Tay ga,30900000.0
Honda,21,2002,Đã sử dụng,50 - 100 cc,Wave,50000,Xe số,23000000.0
Honda,14,2009,Đã sử dụng,Không rõ,SH,8888,Tay ga,31200000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,4000,Tay ga,76800000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Click,7000,Tay ga,66000000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,PS,25000,Tay ga,23000000.0
Piaggio,11,2012,Đã sử dụng,100 - 175 cc,Vespa,10000,Tay ga,22500000.0
Yamaha,4,2019,Đã sử dụng,Không rõ,Janus,8542,Tay ga,21800000.0
Yamaha,9,2014,Đã sử dụng,Không rõ,Exciter,20000,Tay côn,23800000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,AirBlade,28015,Tay ga,22500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,25000,Tay ga,27500000.0
Honda,5,2018,Đã sử dụng,Không rõ,Wave,25000,Xe số,15000000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Exciter,27000,Tay côn,31500000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,1,Tay côn,46500000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Winner,25000,Tay côn,24500000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Nvx,15000,Tay ga,32500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,AirBlade,12000,Tay ga,35500000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,PCX,25000,Tay ga,22900000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,25000,Tay côn,27500000.0
Honda,18,2005,Đã sử dụng,100 - 175 cc,Dòng khác,26000,Xe số,26000000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Nouvo,12000,Tay ga,10700000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Nouvo,39000,Tay ga,5800000.0
Yamaha,17,2006,Đã sử dụng,Không rõ,Sirius,9000,Xe số,8400000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Rebel,4000,Tay côn,149500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,SH,13000,Tay ga,65000000.0
Yamaha,3,2020,Đã sử dụng,Không rõ,Exciter,15000,Tay côn,32900000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,AirBlade,30000,Tay ga,14800000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Lead,3333,Tay ga,12800000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Wave,12345,Xe số,7800000.0
Honda,12,2011,Đã sử dụng,Không rõ,Wave,38000,Xe số,8800000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,SH,12345,Tay ga,76000000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Liberty,15000,Tay ga,19800000.0
Honda,6,2017,Đã sử dụng,Không rõ,AirBlade,9000,Tay ga,30500000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Nouvo,1216,Tay ga,5500000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,AirBlade,5656,Tay ga,19500000.0
GPX,4,2019,Đã sử dụng,100 - 175 cc,Demon150GR,1600,Xe số,33500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,5,Tay côn,27000000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,AirBlade,11,Tay ga,30700000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Blade,31,Xe số,16500000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Luvias,22222,Tay ga,9900000.0
Honda,13,2010,Đã sử dụng,Không rõ,AirBlade,17000,Tay ga,18500000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Exciter,1,Xe số,32500000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Wave,9000,Xe số,15790000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Lead,13500,Tay côn,20800000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,15000,Tay côn,18600000.0
Honda,5,2018,Đã sử dụng,Không rõ,SH,7890,Tay ga,44500000.0
Honda,10,2013,Đã sử dụng,Không rõ,AirBlade,30,Tay ga,16800000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Nouvo,18000,Tay ga,14800000.0
SYM,14,2009,Đã sử dụng,100 - 175 cc,Elizabeth,12345,Tay ga,4700000.0
Yamaha,15,2008,Đã sử dụng,Không rõ,Exciter,1,Xe số,43500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,SH,4200,Tay ga,99900000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Lead,6,Tay ga,41800000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Sprint,15000,Tay ga,46500000.0
Yamaha,8,2015,Đã sử dụng,Không rõ,Exciter,17,Tay côn,19800000.0
Honda,19,2004,Đã sử dụng,100 - 175 cc,Wave,48049,Xe số,8700000.0
Honda,6,2017,Đã sử dụng,Trên 175 cc,Forza300,11000,Tay ga,185500000.0
Honda,17,2006,Đã sử dụng,100 - 175 cc,Wave,6789,Xe số,3300000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Nvx,123,Tay ga,23500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,10000,Tay ga,24000000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Wave,10000,Xe số,31000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Wave,500,Xe số,42000000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,SH,15000,Tay ga,153000000.0
Honda,5,2018,Đã sử dụng,Không rõ,Wave,25,Xe số,12300000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Future,7000,Xe số,28000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Lead,33789,Tay ga,22500000.0
Honda,1,2022,Đã sử dụng,Dưới 50 cc,Vario,1000,Tay ga,46500000.0
Honda,8,2015,Đã sử dụng,Không rõ,AirBlade,40000,Tay ga,23000000.0
Yamaha,8,2015,Đã sử dụng,Không rõ,Exciter,15000,Tay côn,23800000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,PCX,10000,Tay ga,33500000.0
Honda,5,2018,Đã sử dụng,Không rõ,PCX,5000,Tay ga,58800000.0
Honda,19,2004,Đã sử dụng,50 - 100 cc,Wave,42000,Xe số,4900000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,Lead,20000,Tay ga,12800000.0
Honda,16,2007,Đã sử dụng,100 - 175 cc,SH,20000,Tay ga,34000000.0
Hãng khác,1,2022,Đã sử dụng,50 - 100 cc,People16Fi,1346,Tay ga,10000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,6000,Tay ga,89000000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,SH,15000,Tay ga,129000000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,AirBlade,42000,Tay ga,15500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SH,10580,Tay ga,82000000.0
SYM,12,2011,Đã sử dụng,100 - 175 cc,Shark,18318,Tay ga,16000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Scoopy,8000,Tay ga,41500000.0
Honda,12,2011,Đã sử dụng,100 - 175 cc,Future,12345,Xe số,27000000.0
Piaggio,12,2011,Đã sử dụng,100 - 175 cc,LX,20000,Tay ga,12000000.0
Honda,19,2004,Đã sử dụng,100 - 175 cc,Future,36000,Xe số,16800000.0
Honda,10,2013,Đã sử dụng,Trên 175 cc,SH,17000,Tay ga,109000000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Exciter,18000,Tay côn,27500000.0
SYM,11,2012,Đã sử dụng,100 - 175 cc,Shark,25000,Tay ga,15000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,24,Tay côn,23900000.0
Honda,18,2005,Đã sử dụng,Không rõ,Dylan,25000,Tay ga,16800000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,SH,20000,Tay ga,129000000.0
Honda,2,2021,Đã sử dụng,Không rõ,Dòng khác,1234,Tay ga,123456789.0
Honda,26,1997,Đã sử dụng,Không rõ,Dream,6,Xe số,42000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vision,7000,Tay ga,35800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,AirBlade,5000,Tay ga,40000000.0
Hãng khác,3,2020,Đã sử dụng,100 - 175 cc,Dòng khác,7000,Tay ga,13000000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Dòng khác,10000,Tay ga,39000000.0
Suzuki,25,1998,Đã sử dụng,100 - 175 cc,Sport/Xipo,23668,Xe số,23500000.0
Yamaha,6,2017,Đã sử dụng,Không rõ,Grande,12541,Tay ga,22800000.0
Piaggio,4,2019,Đã sử dụng,100 - 175 cc,Liberty,33339,Tay ga,6800000.0
Yamaha,7,2016,Đã sử dụng,Không rõ,Exciter,15000,Tay côn,29800000.0
Yamaha,5,2018,Đã sử dụng,Không rõ,Exciter,18000,Tay côn,29800000.0
Piaggio,10,2013,Đã sử dụng,100 - 175 cc,Vespa,12999,Tay ga,12500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Vario,8000,Tay ga,68000000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,25000,Tay côn,23800000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,19000,Tay ga,13600000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SH,7200,Tay ga,71000000.0
Piaggio,12,2011,Đã sử dụng,Không rõ,Vespa,12000,Tay ga,12800000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Nouvo,26000,Tay ga,10800000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,12000,Tay ga,32800000.0
Honda,7,2016,Đã sử dụng,Trên 175 cc,SH,28000,Tay ga,165000000.0
Hãng khác,8,2015,Đã sử dụng,100 - 175 cc,Dòng khác,39000,Xe số,4800000.0
Yamaha,14,2009,Đã sử dụng,Không rõ,Nouvo,20000,Tay ga,5500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SHMode,9000,Tay ga,61000000.0
Yamaha,16,2007,Đã sử dụng,100 - 175 cc,Mio,33333,Xe số,5800000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,Vision,11000,Tay ga,23800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SH,8000,Tay ga,100000000.0
Yamaha,11,2012,Đã sử dụng,Không rõ,Sirius,38000,Xe số,9800000.0
Yamaha,8,2015,Đã sử dụng,Không rõ,Nouvo,12000,Tay ga,13700000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,AirBlade,9000,Tay ga,37500000.0
Honda,5,2018,Đã sử dụng,Không rõ,AirBlade,12000,Tay ga,31500000.0
Honda,14,2009,Đã sử dụng,100 - 175 cc,AirBlade,20000,Tay ga,11000000.0
Suzuki,4,2019,Đã sử dụng,50 - 100 cc,Sapphire,12434,Tay ga,7000000.0
Honda,24,1999,Đã sử dụng,Không rõ,Dòng khác,2358,Tay ga,25000000.0
Honda,5,2018,Đã sử dụng,100 - 175 cc,AirBlade,15,Tay ga,32700000.0
Suzuki,7,2016,Đã sử dụng,100 - 175 cc,Raider,5,Tay côn,23000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Future,123,Xe số,18700000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,AirBlade,22222,Tay ga,15200000.0
Piaggio,11,2012,Đã sử dụng,Không rõ,Vespa,12000,Tay ga,16500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,SHMode,1,Tay ga,51500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Wave,16789,Tay ga,13300000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,Vision,12000,Tay ga,20900000.0
Honda,5,2018,Đã sử dụng,Không rõ,SH,7890,Tay ga,51800000.0
SYM,14,2009,Đã sử dụng,Không rõ,Attila,30,Tay ga,5300000.0
Honda,13,2010,Đã sử dụng,Không rõ,Dòng khác,12000,Tay côn,69700000.0
Yamaha,6,2017,Đã sử dụng,100 - 175 cc,Exciter,123,Tay côn,22500000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Janus,15000,Tay ga,19500000.0
Piaggio,11,2012,Đã sử dụng,Không rõ,Fly,35509,Tay ga,7500000.0
Yamaha,17,2006,Đã sử dụng,Không rõ,Jupiter,1,Xe số,10800000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,20999,Tay côn,22900000.0
Honda,4,2019,Đã sử dụng,Không rõ,Vision,12000,Tay ga,30000000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,600,Tay ga,116000000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,AirBlade,18,Tay ga,56800000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Exciter,1500,Tay côn,36000000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Sprint,20000,Tay ga,39500000.0
Yamaha,14,2009,Đã sử dụng,100 - 175 cc,Sirius,20000,Xe số,8900000.0
Honda,6,2017,Đã sử dụng,Không rõ,AirBlade,46325,Tay ga,27000000.0
Honda,9,2014,Đã sử dụng,100 - 175 cc,Vision,12000,Tay ga,14300000.0
Honda,6,2017,Đã sử dụng,Không rõ,AirBlade,20000,Tay ga,26500000.0
Honda,1,2022,Đã sử dụng,Trên 175 cc,CB,1000,Tay côn,93500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,AirBlade,12345,Tay ga,27000000.0
Yamaha,4,2019,Đã sử dụng,100 - 175 cc,Nvx,10000,Tay ga,21000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Sonic,20000,Tay côn,35800000.0
Honda,15,2008,Đã sử dụng,Không rõ,Wave,30,Xe số,12500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Future,34000,Xe số,45000000.0
Yamaha,9,2014,Đã sử dụng,100 - 175 cc,Exciter,2860,Tay côn,22800000.0
Yamaha,9,2014,Đã sử dụng,Không rõ,Exciter,20000,Tay côn,26500000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Wave,20000,Xe số,16500000.0
Yamaha,9,2014,Đã sử dụng,Không rõ,Exciter,20000,Tay côn,27800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Wave,700,Xe số,17000000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Sirius,11000,Xe số,16000000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Vespa,1275,Tay ga,28500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,PCX,18000,Tay ga,17500000.0
Honda,6,2017,Đã sử dụng,Không rõ,AirBlade,12000,Tay ga,29800000.0
Piaggio,8,2015,Đã sử dụng,100 - 175 cc,Sprint,36000,Tay ga,43500000.0
Honda,11,2012,Đã sử dụng,Không rõ,AirBlade,25000,Tay ga,15500000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Sirius,35000,Xe số,9900000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,AirBlade,45678,Tay ga,9300000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Exciter,42000,Xe số,20000000.0
Yamaha,2,2021,Đã sử dụng,Không rõ,Exciter,8000,Tay côn,28800000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,Liberty,33000,Xe số,15800000.0
Honda,19,2004,Đã sử dụng,100 - 175 cc,Dylan,50000,Tay ga,7500000.0
SYM,13,2010,Đã sử dụng,100 - 175 cc,Elizabeth,41755,Tay ga,2350000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,WinnerX,13000,Tay ga,25500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,4000,Tay ga,37500000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,Sirius,1200,Xe số,12000000.0
Honda,15,2008,Đã sử dụng,100 - 175 cc,SH,30000,Tay ga,68000000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Exciter,28000,Tay côn,25000000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Vision,24,Tay ga,14900000.0
Yamaha,16,2007,Đã sử dụng,100 - 175 cc,Nouvo,55000,Tay ga,2800000.0
Honda,13,2010,Đã sử dụng,Không rõ,SH,32100,Tay ga,83000000.0
SYM,12,2011,Đã sử dụng,Không rõ,Shark,19500,Tay ga,12700000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,SHMode,13000,Tay ga,47500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vision,20,Tay ga,29900000.0
Honda,11,2012,Đã sử dụng,Không rõ,AirBlade,62000,Tay ga,12000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,PCX,9000,Tay ga,68800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,SH,4999,Tay ga,88800000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Vision,10000,Tay ga,28000000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,Click,44000,Tay ga,14200000.0
SYM,6,2017,Đã sử dụng,100 - 175 cc,Shark,17000,Tay ga,14000000.0
Honda,26,1997,Đã sử dụng,Không rõ,Cub,10,Xe số,99000000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Vario,20168,Tay ga,55800000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Future,20000,Xe số,46000000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,SHMode,20000,Tay ga,56800000.0
Honda,2,2021,Đã sử dụng,Không rõ,Cub,3521,Xe số,10800000.0
Suzuki,4,2019,Đã sử dụng,Không rõ,Satria,10000,Tay côn,45800000.0
Hãng khác,12,2011,Đã sử dụng,100 - 175 cc,Dòng khác,15000,Xe số,3400000.0
Honda,10,2013,Đã sử dụng,100 - 175 cc,Vision,1234,Tay ga,14000000.0
Yamaha,7,2016,Đã sử dụng,100 - 175 cc,Exciter,1,Tay côn,27800000.0
Piaggio,9,2014,Đã sử dụng,100 - 175 cc,VespaS125,22000,Tay ga,31800000.0
Honda,2,2021,Đã sử dụng,50 - 100 cc,Vision,1000,Tay ga,3000000.0
Yamaha,2,2021,Đã sử dụng,Không rõ,Exciter,1000,Tay côn,28900000.0
Honda,5,2018,Đã sử dụng,Không rõ,AirBlade,5000,Tay ga,25900000.0
Honda,24,1999,Đã sử dụng,Không rõ,Cub,12,Xe số,7200000.0
Honda,19,2004,Đã sử dụng,100 - 175 cc,Dylan,26000,Tay ga,15800000.0
Yamaha,11,2012,Đã sử dụng,100 - 175 cc,Nouvo,22000,Tay ga,5500000.0
Honda,11,2012,Đã sử dụng,100 - 175 cc,Wave,45000,Xe số,8800000.0
Yamaha,10,2013,Đã sử dụng,Không rõ,Sirius,5454,Xe số,7500000.0
Yamaha,8,2015,Đã sử dụng,Không rõ,Luvias,20000,Tay ga,13300000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Wave,1243,Xe số,9500000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,SH,3000,Tay ga,99000000.0
Yamaha,7,2016,Đã sử dụng,Không rõ,Nouvo,18000,Tay ga,13800000.0
Honda,1,2022,Đã sử dụng,100 - 175 cc,Vario,8300,Tay ga,37800000.0
Honda,5,2018,Đã sử dụng,50 - 100 cc,SH,12000,Tay ga,67500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,WinnerX,1,Tay côn,30500000.0
Honda,13,2010,Đã sử dụng,Không rõ,Click,9000,Tay ga,12800000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Janus,9000,Tay ga,21000000.0
Honda,6,2017,Đã sử dụng,Không rõ,Wave,14000,Xe số,14900000.0
Honda,2,2021,Đã sử dụng,Không rõ,WinnerX,10000,Tay côn,25800000.0
Honda,20,2003,Đã sử dụng,Không rõ,Spacy,15039,Tay ga,22000000.0
Yamaha,12,2011,Đã sử dụng,100 - 175 cc,Jupiter,50000,Xe số,8000000.0
Honda,2,2021,Đã sử dụng,Không rõ,Wave,10000,Xe số,13500000.0
Yamaha,5,2018,Đã sử dụng,100 - 175 cc,Janus,15,Tay ga,20700000.0
Suzuki,11,2012,Đã sử dụng,Không rõ,Viva,12000,Xe số,3500000.0
Honda,5,2018,Đã sử dụng,Không rõ,Winner,1000,Tay côn,19800000.0
Honda,13,2010,Đã sử dụng,100 - 175 cc,Wave,22222,Xe số,9500000.0
Honda,6,2017,Đã sử dụng,100 - 175 cc,PCX,29000,Tay ga,36900000.0
Honda,9,2014,Đã sử dụng,Không rõ,Vision,17000,Tay ga,15500000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,Vision,8900,Tay ga,26600000.0
Yamaha,1,2022,Đã sử dụng,100 - 175 cc,Mio,1,Tay ga,28500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Lead,35000,Tay ga,20500000.0
Hãng khác,5,2018,Đã sử dụng,Không rõ,TNT,7890,Xe số,16500000.0
Honda,8,2015,Đã sử dụng,100 - 175 cc,Wave,35,Xe số,9300000.0
Honda,19,2004,Đã sử dụng,Không rõ,@,12,Tay ga,15800000.0
Honda,4,2019,Đã sử dụng,100 - 175 cc,Winner,123,Tay côn,20500000.0
Honda,11,2012,Đã sử dụng,Không rõ,AirBlade,1234,Tay ga,12300000.0
Honda,7,2016,Đã sử dụng,100 - 175 cc,Vision,12000,Tay ga,23500000.0
Honda,14,2009,Đã sử dụng,Không rõ,AirBlade,2525,Tay ga,10900000.0
Yamaha,13,2010,Đã sử dụng,100 - 175 cc,Exciter,1,Xe số,29800000.0
Yamaha,2,2021,Đã sử dụng,100 - 175 cc,R,7000,Tay côn,51900000.0
Yamaha,10,2013,Đã sử dụng,100 - 175 cc,Luvias,20000,Tay ga,8500000.0
Honda,2,2021,Đã sử dụng,100 - 175 cc,WinnerX,6000,Tay côn,23000000.0
Honda,1,2022,Đã sử dụng,Không rõ,Wave,2361,Xe số,16500000.0
Honda,2,2021,Đã sử dụng,Trên 175 cc,SH,2,Tay ga,125000000.0
Yamaha,5,2018,Đã sử dụng,Trên 175 cc,R,15000,Tay côn,73500000.0
Honda,22,2001,Đã sử dụng,Không rõ,Dream,45213,Xe số,19000000.0
Hãng khác,1,2022,Đã sử dụng,Không rõ,CandyHi,1243,Tay ga,7000000.0
Honda,3,2020,Đã sử dụng,100 - 175 cc,AirBlade,9000,Tay ga,28500000.0
